ID,Name,Description,Type,Price,Mana,Max Uses,Spawn Level,Spawn Probability,Sprite,Sprite Unidentified,Related Projectiles,Fire Rate Wait,Screenshake,Spread Degrees,Critical Chance,Speed Multiplier,Explosion Radius,Explosion Damage,Lifetime,Material,Recoil Knockback,Knockback Force,Projectile Count,Custom XML,Never Unlimited,Spawn Requires Flag,Action Mods
BOUNCE_LASER_EMITTER,"$action_bounce_laser_emitter","$actiondesc_bounce_laser_emitter",ACTION_TYPE_MODIFIER,180,40,,"3,4,5","0.4,0.8,0.4","data/ui_gfx/gun_actions/bounce_laser_emitter.png","data/ui_gfx/gun_actions/sinewave_unidentified.png",,c.fire_rate_wait + 12,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;c.bounces = c.bou;c.fire_rate_wait = c.fire_rate_wait + 12;"
BOUNCE_LARPA,"$action_bounce_larpa","$actiondesc_bounce_larpa",ACTION_TYPE_MODIFIER,250,80,,"4,5,6","0.4,0.6,0.4","data/ui_gfx/gun_actions/bounce_larpa.png","data/ui_gfx/gun_actions/sinewave_unidentified.png",,c.fire_rate_wait + 32,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;c.bounces = c.bou;c.fire_rate_wait = c.fire_rate_wait + 32;"
BOUNCE_SMALL_EXPLOSION,"$action_bounce_small_explosion","$actiondesc_bounce_small_explosion",ACTION_TYPE_MODIFIER,100,10,,"0,1,2","0.5,0.3,0.3","data/ui_gfx/gun_actions/bounce_small_explosion.png","data/ui_gfx/gun_actions/sinewave_unidentified.png",,c.fire_rate_wait + 9,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;c.bounces = c.bou;c.fire_rate_wait = c.fire_rate_wait + 9;"
BOUNCE_LIGHTNING,"$action_bounce_lightning","$actiondesc_bounce_lightning",ACTION_TYPE_MODIFIER,180,40,,"1,3,5","0.1,0.3,0.6","data/ui_gfx/gun_actions/bounce_lightning.png","data/ui_gfx/gun_actions/sinewave_unidentified.png",,c.fire_rate_wait + 25,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;c.bounces = c.bou;c.fire_rate_wait = c.fire_rate_wait + 25;"
BOUNCE_HOLE,"$action_bounce_hole","$actiondesc_bounce_hole",ACTION_TYPE_MODIFIER,220,60,20,"2,4,6,10","0.1,0.4,0.4,0.1","data/ui_gfx/gun_actions/bounce_hole.png","data/ui_gfx/gun_actions/sinewave_unidentified.png",,c.fire_rate_wait + 40,,,,,,,,,,,0,,true,,"c.extra_entities = c.extra_e;c.bounces = c.bou;c.fire_rate_wait = c.fire_rate_wait + 40;"
FIREBALL_RAY,"$action_fireball_ray","$actiondesc_fireball_ray",ACTION_TYPE_MODIFIER,150,110,16,"1,2,4,5","0.6,0.6,0.4,0.4","data/ui_gfx/gun_actions/fireball_ray.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
LIGHTNING_RAY,"$action_lightning_ray","$actiondesc_lightning_ray",ACTION_TYPE_MODIFIER,180,110,16,"1,2,3,4,5","0,0.2,0.4,0.4,0.4","data/ui_gfx/gun_actions/lightning_ray.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/electric_charge.xml",,,"c.extra_entities = c.extra_e;"
TENTACLE_RAY,"$action_tentacle_ray","$actiondesc_tentacle_ray",ACTION_TYPE_MODIFIER,150,110,16,"1,2,3,4,5","0.1,0,0.4,0.4,0.4","data/ui_gfx/gun_actions/tentacle_ray.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
LASER_EMITTER_RAY,"$action_laser_emitter_ray","$actiondesc_laser_emitter_ray",ACTION_TYPE_MODIFIER,150,110,16,"1,2,3,4,5","0,0.1,0.4,0.4,0.4","data/ui_gfx/gun_actions/laser_emitter_ray.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
BUBBLESHOT,"$action_bubbleshot","$actiondesc_bubbleshot",ACTION_TYPE_PROJECTILE,100,5,,"0,1,2,3","1,0.6,1,0.5","data/ui_gfx/gun_actions/bubbleshot.png","data/ui_gfx/gun_actions/bubbleshot_unidentified.png",,c.fire_rate_wait - 5,,,,,,,,,,,0,,,,"add_projectile(""data/entities/projectiles/deck/bubbleshot.xml"");c.fire_rate_wait = c.fire_rate_wait - 5;c.dampening = 0.1;"
FIREBALL_RAY_LINE,"$action_fireball_ray_line","$actiondesc_fireball_ray_line",ACTION_TYPE_MODIFIER,120,130,20,"2,3,4,5,6","0.6,0.4,0.4,0.4,1","data/ui_gfx/gun_actions/fireball_ray_line.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
FIREBALL_RAY_ENEMY,"$action_fireball_ray_enemy","$actiondesc_fireball_ray_enemy",ACTION_TYPE_MODIFIER,100,90,20,"1,2,4,5","0.5,0.6,0.4,0.3","data/ui_gfx/gun_actions/fireball_ray_enemy.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
LIGHTNING_RAY_ENEMY,"$action_lightning_ray_enemy","$actiondesc_lightning_ray_enemy",ACTION_TYPE_MODIFIER,150,90,20,"1,2,3,4,5","0,0.2,0.4,0.4,0.5","data/ui_gfx/gun_actions/lightning_ray_enemy.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/electric_charge.xml",,,"c.extra_entities = c.extra_e;"
TENTACLE_RAY_ENEMY,"$action_tentacle_ray_enemy","$actiondesc_tentacle_ray_enemy",ACTION_TYPE_MODIFIER,150,90,20,"1,2,3,4,5","0,0.1,0.4,0.5,0.4","data/ui_gfx/gun_actions/tentacle_ray_enemy.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
GRAVITY_FIELD_ENEMY,"$action_gravity_field_enemy","$actiondesc_gravity_field_enemy",ACTION_TYPE_MODIFIER,250,110,20,"1,2,4,5","0.5,0.6,0.4,0.4","data/ui_gfx/gun_actions/gravity_field_enemy.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
CURSE,"$action_curse","$actiondesc_curse",ACTION_TYPE_MODIFIER,140,30,,"2,3,5,10","0.6,0.7,0.4,0.1","data/ui_gfx/gun_actions/curse.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
CURSE_WITHER_PROJECTILE,"$action_curse_wither_projectile","$actiondesc_curse_wither_projectile",ACTION_TYPE_MODIFIER,100,50,,"3,4,5,6,10","0.2,0.4,0.7,0.7,0.1","data/ui_gfx/gun_actions/curse_wither_projectile.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
CURSE_WITHER_EXPLOSION,"$action_curse_wither_explosion","$actiondesc_curse_wither_explosion",ACTION_TYPE_MODIFIER,100,50,,"2,3,4,5,10","0.2,0.4,0.7,0.7,0.1","data/ui_gfx/gun_actions/curse_wither_explosion.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
CURSE_WITHER_MELEE,"$action_curse_wither_melee","$actiondesc_curse_wither_melee",ACTION_TYPE_MODIFIER,100,50,,"3,4,5,6,10","0.2,0.4,0.7,0.7,0.1","data/ui_gfx/gun_actions/curse_wither_melee.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
CURSE_WITHER_ELECTRICITY,"$action_curse_wither_electricity","$actiondesc_curse_wither_electricity",ACTION_TYPE_MODIFIER,100,50,,"1,4,5,6,10","0.2,0.4,0.7,0.7,0.1","data/ui_gfx/gun_actions/curse_wither_electricity.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
BUBBLESHOT_TRIGGER,"$action_bubbleshot_trigger","$actiondesc_bubbleshot_trigger",ACTION_TYPE_PROJECTILE,120,16,,"1,2,3","0.5,0.5,1","data/ui_gfx/gun_actions/bubbleshot_trigger.png","data/ui_gfx/gun_actions/bubbleshot_trigger_unidentified.png",,c.fire_rate_wait - 5,,,,,,,,,,,0,,,,"c.fire_rate_wait = c.fire_rate_wait - 5;c.dampening = 0.1;add_projectile_trigger_hit_world(""data/entities/projectiles/deck/bubbleshot.xml"", 1);"
ORBIT_DISCS,"$action_orbit_discs","$actiondesc_orbit_discs",ACTION_TYPE_MODIFIER,200,70,,"1,2,4,5","0.3,0.65,0.4,0.3","data/ui_gfx/gun_actions/orbit_discs.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_dragon","c.extra_entities = c.extra_e;"
ORBIT_FIREBALLS,"$action_orbit_fireballs","$actiondesc_orbit_fireballs",ACTION_TYPE_MODIFIER,140,40,,"0,1,2,4,5","0.2,0.3,0.7,0.4,0.2","data/ui_gfx/gun_actions/orbit_fireballs.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_dragon","c.extra_entities = c.extra_e;"
ORBIT_NUKES,"$action_orbit_nukes","$actiondesc_orbit_nukes",ACTION_TYPE_MODIFIER,400,250,3,"2,4,5,6,10","0.1,0.2,0.1,0.2,1","data/ui_gfx/gun_actions/orbit_nukes.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_dragon","c.extra_entities = c.extra_e;"
ORBIT_LASERS,"$action_orbit_lasers","$actiondesc_orbit_lasers",ACTION_TYPE_MODIFIER,200,100,,"1,2,4,5,10","0.2,0.7,0.4,0.3,0.2","data/ui_gfx/gun_actions/orbit_lasers.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_dragon","c.extra_entities = c.extra_e;"
ORBIT_LARPA,"$action_orbit_larpa","$actiondesc_orbit_larpa",ACTION_TYPE_MODIFIER,240,90,,"3,4,6,10","0.2,0.2,0.8,0.2","data/ui_gfx/gun_actions/orbit_larpa.png","data/ui_gfx/gun_actions/electric_charge_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_dragon","c.extra_entities = c.extra_e;"
CHAIN_SHOT,"$action_chain_shot","$actiondesc_chain_shot",ACTION_TYPE_MODIFIER,240,70,,"2,4,5","0.4,0.6,0.8","data/ui_gfx/gun_actions/chain_shot.png","data/ui_gfx/gun_actions/homing_unidentified.png",,,,c.spread_degrees + 10.0,,,c.explosio,,c.lifetime_add - 30,,,,0,,,,"c.extra_entities = c.extra_e;c.lifetime_add = c.lifetime_add - 30;c.damage_projectile_add = c.damage_projectile_add - 0.2;c.explosion_radius = c.explosio;c.explosion_radius = 0;c.spread_degrees = c.spread_degrees + 10.0;"
ARC_ELECTRIC,"$action_arc_electric","$actiondesc_arc_electric",ACTION_TYPE_MODIFIER,170,15,,"2,3,4,5,6","0.4,0.4,0.4,0.4,0.8","data/ui_gfx/gun_actions/arc_electric.png","data/ui_gfx/gun_actions/arc_electric_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/arc_electric.xml",,,"c.extra_entities = c.extra_e;"
ARC_FIRE,"$action_arc_fire","$actiondesc_arc_fire",ACTION_TYPE_MODIFIER,160,15,,"1,2,3,4,5","0.4,0.2,0.2,0.5,0.2","data/ui_gfx/gun_actions/arc_fire.png","data/ui_gfx/gun_actions/arc_fire_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/arc_fire.xml",,,"c.extra_entities = c.extra_e;"
ARC_GUNPOWDER,"$action_arc_gunpowder","$actiondesc_arc_gunpowder",ACTION_TYPE_MODIFIER,160,15,,"1,2,3,4,5","0.4,0.4,0.2,0.4,0.2","data/ui_gfx/gun_actions/arc_gunpowder.png","data/ui_gfx/gun_actions/arc_fire_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
ARC_POISON,"$action_arc_poison","$actiondesc_arc_poison",ACTION_TYPE_MODIFIER,160,15,,"1,2,3,4,5","0.4,0.2,0.4,0.2,0.4","data/ui_gfx/gun_actions/arc_poison.png","data/ui_gfx/gun_actions/arc_fire_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
DISC_BULLET,"$action_disc_bullet","$actiondesc_disc_bullet",ACTION_TYPE_PROJECTILE,120,20,,"0,2,4","1,1,0.6","data/ui_gfx/gun_actions/disc_bullet.png","data/ui_gfx/gun_actions/disc_bullet_unidentified.png",,c.fire_rate_wait + 10,,c.spread_degrees + 2.0,,,,,,,,,0,,,,"add_projectile(""data/entities/projectiles/deck/disc_bullet.xml"");c.fire_rate_wait = c.fire_rate_wait + 10;c.spread_degrees = c.spread_degrees + 2.0;"
CRUMBLING_EARTH_PROJECTILE,"$action_crumbling_earth_projectile","$actiondesc_crumbling_earth_projectile",ACTION_TYPE_MODIFIER,200,45,15,"1,2,3,4,5","0.2,0.3,0.4,0.4,0.3","data/ui_gfx/gun_actions/crumbling_earth_projectile.png","data/ui_gfx/gun_actions/arc_fire_unidentified.png",,,,,,,,,,,,,0,,,,"c.extra_entities = c.extra_e;"
X_RAY,"$action_x_ray","$actiondesc_x_ray",ACTION_TYPE_UTILITY,230,100,10,"0,1,2,3,4,5,6","0.8,1,1,0.7,0.5,0.3,0.2","data/ui_gfx/gun_actions/x_ray.png","data/ui_gfx/gun_actions/x_ray_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/xray.xml",,,"add_projectile(""data/entities/projectiles/deck/xray.xml"");"
UNSTABLE_GUNPOWDER,"$action_unstable_gunpowder","$actiondesc_unstable_gunpowder",ACTION_TYPE_MODIFIER,140,15,,"2,3,4","0.3,0.4,0.4","data/ui_gfx/gun_actions/unstable_gunpowder.png","data/ui_gfx/gun_actions/unstable_gunpowder_unidentified.png",,,,,,,,,,"""gu",,,0,"data/entities/misc/custom_cards/unstable_gunpowder.xml",,,"c.material = ""gu;c.material_amount = c.material_amou;"
ACID_TRAIL,"$action_acid_trail","$actiondesc_acid_trail",ACTION_TYPE_MODIFIER,160,15,,"1,2,3,4,5","0.3,0.2,0.3,0.3,0.4","data/ui_gfx/gun_actions/acid_trail.png","data/ui_gfx/gun_actions/acid_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/acid_trail.xml",,,"c.trail_material = c.trail_material .. ""acid;c.trail_material_amount = c.trail_material_amou;"
POISON_TRAIL,"$action_poison_trail","$actiondesc_poison_trail",ACTION_TYPE_MODIFIER,160,10,,"2,3,4","0.3,0.3,0.3","data/ui_gfx/gun_actions/poison_trail.png","data/ui_gfx/gun_actions/poison_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/poison_trail.xml",,,"c.game_effect_entities = c.game_effect_e;c.trail_material = c.trail_material .. ""poiso;c.trail_material_amount = c.trail_material_amou;"
OIL_TRAIL,"$action_oil_trail","$actiondesc_oil_trail",ACTION_TYPE_MODIFIER,160,10,,"2,3,4","0.3,0.3,0.3","data/ui_gfx/gun_actions/oil_trail.png","data/ui_gfx/gun_actions/oil_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/oil_trail.xml",,,"c.game_effect_entities = c.game_effect_e;c.trail_material = c.trail_material .. ""oil;c.trail_material_amount = c.trail_material_amou;"
WATER_TRAIL,"$action_water_trail","$actiondesc_water_trail",ACTION_TYPE_MODIFIER,160,10,,"1,2,3,4","0.3,0.3,0.3,0.3","data/ui_gfx/gun_actions/water_trail.png","data/ui_gfx/gun_actions/oil_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/water_trail.xml",,,"c.game_effect_entities = c.game_effect_e;c.trail_material = c.trail_material .. ""water;c.trail_material_amount = c.trail_material_amou;"
GUNPOWDER_TRAIL,"$action_gunpowder_trail","$actiondesc_gunpowder_trail",ACTION_TYPE_MODIFIER,160,10,,"2,3,4","0.3,0.3,0.3","data/ui_gfx/gun_actions/gunpowder_trail.png","data/ui_gfx/gun_actions/oil_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/gunpowder_trail.xml",,,"c.trail_material = c.trail_material .. ""gu;c.trail_material_amount = c.trail_material_amou;"
FIRE_TRAIL,"$action_fire_trail","$actiondesc_fire_trail",ACTION_TYPE_MODIFIER,130,10,,"0,1,2,3,4","0.4,0.5,0.3,0.3,0.2","data/ui_gfx/gun_actions/fire_trail.png","data/ui_gfx/gun_actions/fire_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/fire_trail.xml",,,"c.game_effect_entities = c.game_effect_e;c.trail_material = c.trail_material .. ""fire;c.trail_material_amount = c.trail_material_amou;"
BURN_TRAIL,"$action_burn_trail","$actiondesc_burn_trail",ACTION_TYPE_MODIFIER,100,5,,"0,1,2","0.4,0.3,0.3","data/ui_gfx/gun_actions/burn_trail.png","data/ui_gfx/gun_actions/burn_trail_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/burn_trail.xml",,,"c.game_effect_entities = c.game_effect_e;c.extra_entities = c.extra_e;"
DISC_BULLET_BIG,"$action_disc_bullet_big","$actiondesc_disc_bullet_big",ACTION_TYPE_PROJECTILE,180,38,,"0,2,4","0.6,0.7,0.8","data/ui_gfx/gun_actions/disc_bullet_big.png","data/ui_gfx/gun_actions/disc_bullet_unidentified.png",,c.fire_rate_wait + 20,,c.spread_degrees + 3.4,,,,,,,,,0,,,,"add_projectile(""data/entities/projectiles/deck/disc_bullet_big.xml"");c.fire_rate_wait = c.fire_rate_wait + 20;c.spread_degrees = c.spread_degrees + 3.4;"
TORCH,"$action_torch","$actiondesc_torch",ACTION_TYPE_PASSIVE,100,0,,"0,1,2","1,0.6,0.5","data/ui_gfx/gun_actions/torch.png","data/ui_gfx/gun_actions/torch_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/torch.xml",,,
TORCH_ELECTRIC,"$action_torch_electric","$actiondesc_torch_electric",ACTION_TYPE_PASSIVE,150,0,,"0,1,2","0.8,0.6,0.4","data/ui_gfx/gun_actions/torch_electric.png","data/ui_gfx/gun_actions/torch_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/torch_electric.xml",,,
ENERGY_SHIELD,"$action_energy_shield","$actiondesc_energy_shield",ACTION_TYPE_PASSIVE,220,,,"1,2,3,4,5,6","0.05,0.4,0.8,0.4,0.4,0.6","data/ui_gfx/gun_actions/energy_shield.png","data/ui_gfx/gun_actions/energy_shield_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/energy_shield.xml",,,
ENERGY_SHIELD_SECTOR,"$action_energy_shield_sector","$actiondesc_energy_shield_sector",ACTION_TYPE_PASSIVE,160,,,"0,1,2,3,4,5","0.1,0.5,0.6,0.8,0.5,0.4","data/ui_gfx/gun_actions/energy_shield_sector.png","data/ui_gfx/gun_actions/energy_shield_sector_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/energy_shield_sector.xml",,,
ENERGY_SHIELD_SHOT,"$action_energy_shield_shot","$actiondesc_energy_shield_shot",ACTION_TYPE_MODIFIER,180,5,,"2,3,4,5,6","0.3,0.3,0.5,0.4,0.3","data/ui_gfx/gun_actions/energy_shield_shot.png","data/ui_gfx/gun_actions/energy_shield_shot_unidentified.png",,,,,,c.speed_multiplier * 0.4,,,,,,,0,,,,"c.speed_multiplier = c.speed_multiplier * 0.4;c.extra_entities = c.extra_e;c.speed_multiplier = math.mi;c.speed_multiplier = 0;"
TINY_GHOST,"$action_tiny_ghost","$actiondesc_tiny_ghost",ACTION_TYPE_PASSIVE,160,0,,"1,2,3,4,5,6","0.1,0.5,1,0.8,0.7,0.5","data/ui_gfx/gun_actions/tiny_ghost.png","data/ui_gfx/gun_actions/torch_unidentified.png",,,,,,,,,,,,,0,"data/entities/misc/custom_cards/tiny_ghost.xml",,,
OCARINA_A,"$action_ocarina_a","$actiondesc_ocarina_a",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_a.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_a.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_B,"$action_ocarina_b","$actiondesc_ocarina_b",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_b.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_b.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_C,"$action_ocarina_c","$actiondesc_ocarina_c",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_c.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_c.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_D,"$action_ocarina_d","$actiondesc_ocarina_d",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_d.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_d.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
DISC_BULLET_BIGGER,"$action_omega_disc_bullet","$actiondesc_omega_disc_bullet",ACTION_TYPE_PROJECTILE,270,70,,"2,3,5,10","0.1,0.6,1,0.4","data/ui_gfx/gun_actions/omega_disc_bullet.png","data/ui_gfx/gun_actions/disc_bullet_unidentified.png",,c.fire_rate_wait + 40,,c.spread_degrees + 6.4,,,,,,,,,0,,,"card_unlocked_everything","add_projectile(""data/entities/projectiles/deck/disc_bullet_bigger.xml"");c.fire_rate_wait = c.fire_rate_wait + 40;c.spread_degrees = c.spread_degrees + 6.4;c.damage_projectile_add = c.damage_projectile_add + 0.2;"
OCARINA_E,"$action_ocarina_e","$actiondesc_ocarina_e",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_e.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_e.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_F,"$action_ocarina_f","$actiondesc_ocarina_f",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_f.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_f.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_GSHARP,"$action_ocarina_gsharp","$actiondesc_ocarina_gsharp",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_gsharp.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_gsharp.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
OCARINA_A2,"$action_ocarina_a2","$actiondesc_ocarina_a2",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/ocarina_a2.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_ocarina","add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_a2.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
KANTELE_A,"$action_kantele_a","$actiondesc_kantele_a",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/kantele_a.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_kantele","add_projectile(""data/entities/projectiles/deck/kantele/kantele_a.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
KANTELE_D,"$action_kantele_d","$actiondesc_kantele_d",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/kantele_d.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_kantele","add_projectile(""data/entities/projectiles/deck/kantele/kantele_d.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
KANTELE_DIS,"$action_kantele_dis","$actiondesc_kantele_dis",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/kantele_dis.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_kantele","add_projectile(""data/entities/projectiles/deck/kantele/kantele_dis.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
KANTELE_E,"$action_kantele_e","$actiondesc_kantele_e",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/kantele_e.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_kantele","add_projectile(""data/entities/projectiles/deck/kantele/kantele_e.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
KANTELE_G,"$action_kantele_g","$actiondesc_kantele_g",ACTION_TYPE_OTHER,10,1,,10,0,"data/ui_gfx/gun_actions/kantele_g.png",,,c.fire_rate_wait + 15,,,,,,,,,,,0,,,"card_unlocked_kantele","add_projectile(""data/entities/projectiles/deck/kantele/kantele_g.xml"");c.fire_rate_wait = c.fire_rate_wait + 15;"
RANDOM_SPELL,"$action_random_spell","$actiondesc_random_spell",ACTION_TYPE_OTHER,100,5,,"3,4,5,6,10","0.2,0.3,0.2,0.1,0.5","data/ui_gfx/gun_actions/random_spell.png","data/ui_gfx/gun_actions/spread_reduce_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_pyramid",
BOUNCY_ORB,"$action_bouncy_orb","$actiondesc_bouncy_orb",ACTION_TYPE_PROJECTILE,120,20,,"0,2,4","1,1,1","data/ui_gfx/gun_actions/bouncy_orb.png","data/ui_gfx/gun_actions/disc_bullet_unidentified.png",,c.fire_rate_wait + 10,,,,,,,,,,,0,,,,"add_projectile(""data/entities/projectiles/deck/bouncy_orb.xml"");c.fire_rate_wait = c.fire_rate_wait + 10;"
RANDOM_PROJECTILE,"$action_random_projectile","$actiondesc_random_projectile",ACTION_TYPE_PROJECTILE,150,20,,"2,4,5,6,10","0.2,0.4,0.1,0.2,0.5","data/ui_gfx/gun_actions/random_projectile.png","data/ui_gfx/gun_actions/spread_reduce_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_pyramid",
RANDOM_MODIFIER,"$action_random_modifier","$actiondesc_random_modifier",ACTION_TYPE_MODIFIER,120,20,,"4,5,6,10","0.3,0.2,0.1,0.5","data/ui_gfx/gun_actions/random_modifier.png","data/ui_gfx/gun_actions/spread_reduce_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_pyramid",
RANDOM_STATIC_PROJECTILE,"$action_random_static_projectile","$actiondesc_random_static_projectile",ACTION_TYPE_STATIC_PROJECTILE,160,20,,"3,5,6,10","0.2,0.1,0.2,0.5","data/ui_gfx/gun_actions/random_static_projectile.png","data/ui_gfx/gun_actions/spread_reduce_unidentified.png",,,,,,,,,,,,,0,,,"card_unlocked_pyramid",
